index,brand_name,model,prices,rating,sim,has_5g,has_nfc,has_ir_blaster,processor,processor_model,cpu_core_type,cpu_clock_speed_ghz,ram,ram_capacity,internal_memory,battery,battrey_capacity,fast_charging_watt,fast_charging_supported,display,display_size_inches,display_resolution_width_px,display_resolution_height_px,display_refresh_rate_hz,display_notch_type,camera,rear_camera,rear_camera_count,rear_cam_1,rear_cam_2,rear_cam_3,rear_cam_4,rear_cam_5,rear_camera_special_feature,front_camera,front_camers_count,front_camera_primary,front_camera_dual,memory_card_supported,memory_card_slot_type,memory_card_max_gb,card,os,operating_system,num_core,processor_brand,processor_manufacturer
101,poco,Poco M7 5G,12499,53.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor",Snapdragon 4 Gen2,Octa Core,2.2,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5160 mAh Battery with 18W Fast Charging,5160,18.0,True,"6.88 inches, 720 x 1640 px, 120 Hz Display with Water Drop Notch",6.88,720,1640,120.0,Water Drop Notch,50 MP Rear & 8 MP Front Camera,50 MP Rear ,1.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,1024.0,"Memory Card Supported, upto 1 TB",Android v14,Android,8.0,Snapdragon,Qualcomm
102,poco,Poco F7 5G,35999,76.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7550 mAh Battery with 90W Fast Charging,7550,90.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 20 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 20 MP Front Camera,1,20,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
103,oppo,Oppo Reno 15 Pro Mini,59999,,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8450, Octa Core, 3.25 GHz Processor",Dimensity 8450,Octa Core,3.25,"12 GB RAM, 256 GB inbuilt",12.0,256.0,6200 mAh Battery with 80W Fast Charging,6200,80.0,True,"6.32 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.32,1216,2640,120.0,Punch Hole,200 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,200 MP + 50 MP + 50 MP Triple Rear ,3.0,200,50,50,,,, 50 MP Front Camera,1,50,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
104,motorola,Motorola Moto G67 Power 5G,23400,62.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor",Snapdragon 7s Gen2,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 30W Fast Charging,7000,30.0,True,"6.7 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",6.7,1080,2400,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
105,samsung,Samsung Galaxy F70 Pro 5G,26349,66.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor",Snapdragon 6 Gen3,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,6000 mAh Battery with 45W Fast Charging,6000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 5 MP + 2 MP Triple Rear & 12 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 12 MP Front Camera,1,12,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v16,Android,8.0,Snapdragon,Qualcomm
106,samsung,Samsung Galaxy F16 5G,12499,54.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.7 inches, 1080 x 2340 px, 90 Hz Display with Punch Hole",6.7,1080,2340,90.0,Punch Hole,50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 13 MP Front Camera,1,13,,Yes,Hybrid,1536.0,"Memory Card (Hybrid), upto 1.5 TB",Android v15,Android,8.0,Dimensity,MediaTek
107,iqoo,iQOO Z11 5G,34999,71.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7500 Turbo, Octa Core, 2.6 GHz Processor",Dimensity 7500 Turbo,Octa Core,2.6,"6 GB RAM, 128 GB inbuilt",6.0,128.0,7050 mAh Battery with 44W Fast Charging,7050,44.0,True,"6.83 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",6.83,1260,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
108,samsung,Samsung Galaxy A56 5G,36999,63.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Exynos 1580, Octa Core, 2.9 GHz Processor",Exynos 1580,Octa Core,2.9,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.7 inches, 1080 x 2340 px, 120 Hz Display with Punch Hole",6.7,1080,2340,120.0,Punch Hole,50 MP + 12 MP + 5 MP Triple Rear & 12 MP Front Camera,50 MP + 12 MP + 5 MP Triple Rear ,3.0,50,12,5,,,, 12 MP Front Camera,1,12,,,,,,Android v15,Android,8.0,Exynos,Samsung
109,vivo,Vivo X300 Ultra,159999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Elite Gen 5, Octa Core, 4.6 GHz Processor",Snapdragon 8 Elite Gen 5,Octa Core,4.6,"16 GB RAM, 512 GB inbuilt",16.0,512.0,6600 mAh Battery with 100W Fast Charging,6600,100.0,True,"6.82 inches, 1440 x 3168 px, 144 Hz Display with Punch Hole",6.82,1440,3168,144.0,Punch Hole,200 MP + 200 MP + 50 MP Triple Rear & 50 MP Front Camera,200 MP + 200 MP + 50 MP Triple Rear ,3.0,200,200,50,,,, 50 MP Front Camera,1,50,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Snapdragon,Qualcomm
110,iqoo,iQOO 15R,53999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Gen5, Octa Core, 3.8 GHz Processor",Snapdragon 8 Gen5,Octa Core,3.8,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7600 mAh Battery with 100W Fast Charging,7600,100.0,True,"6.59 inches, 1260 x 2750 px, 144 Hz Display with Punch Hole",6.59,1260,2750,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
111,realme,Realme C63 5G (6GB RAM + 128GB),10999,53.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5000 mAh Battery with 10W Fast Charging,5000,10.0,True,"6.67 inches, 720 x 1604 px, 120 Hz Display with Punch Hole",6.67,720,1604,120.0,Punch Hole,32 MP Dual Rear & 8 MP Front Camera,32 MP Dual Rear ,2.0,32,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,2048.0,"Memory Card (Hybrid), upto 2 TB",Android v14,Android,8.0,Dimensity,MediaTek
112,oneplus,OnePlus N6,24999,59.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 6360 Apex, Octa Core Processor",Dimensity 6360 Apex,Octa Core,,"4 GB RAM, 128 GB inbuilt",4.0,128.0,8000 mAh Battery with 45W Fast Charging,8000,45.0,True,"6.8 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.8,720,1570,120.0,Punch Hole,50 MP Dual Rear & 8 MP Front Camera,50 MP Dual Rear ,2.0,50,,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,2048.0,"Memory Card Supported, upto 2 TB",Android v16,Android,8.0,Dimensity,MediaTek
113,moto,Moto G96 5G,22990,63.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen2, Octa Core, 2.4 GHz Processor",Snapdragon 7s Gen2,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5500 mAh Battery with 33W Fast Charging,5500,33.0,True,"6.67 inches, 1080 x 2400 px, 144 Hz Display with Punch Hole",6.67,1080,2400,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
114,apple,Apple iPhone 13,45690,55.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Bionic A15, Hexa Core, 3.22 GHz Processor",Bionic A15,Hexa Core,3.22,"4 GB RAM, 128 GB inbuilt",4.0,128.0,3240 mAh Battery with Fast Charging,3240,,True,"6.1 inches, 1170 x 2532 px Display with Small Notch",6.1,1170,2532,,Small Notch,12 MP + 12 MP Dual Rear & 12 MP Front Camera,12 MP + 12 MP Dual Rear ,2.0,12,12,,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,iOS v15,iOS,6.0,Bionic,Apple
115,google,Google Pixel 10 5G,67479,75.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Tensor G5, Octa Core, 3.78 GHz Processor",Tensor G5,Octa Core,3.78,"12 GB RAM, 256 GB inbuilt",12.0,256.0,4970 mAh Battery with 30W Fast Charging,4970,30.0,True,"6.3 inches, 1080 x 2424 px, 120 Hz Display with Punch Hole",6.3,1080,2424,120.0,Punch Hole,48 MP + 13 MP + 10.8 MP Triple Rear & 10.5 MP Front Camera,48 MP + 13 MP + 10.8 MP Triple Rear ,3.0,48,13,10.8,,,, 10.5 MP Front Camera,1,10.5,,,,,,Android v16,Android,8.0,Tensor,Google
116,realme,Realme 12X (6GB RAM +128GB),12499,55.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6100 Plus, Octa Core, 2.2 GHz Processor",Dimensity 6100 Plus,Octa Core,2.2,"6 GB RAM, 128 GB inbuilt",6.0,128.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",6.72,1080,2400,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,2048.0,"Memory Card Supported, upto 2 TB",Android v14,Android,8.0,Dimensity,MediaTek
117,poco,Poco X8 5G,29999,66.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6s Gen4, Octa Core, 2.4 GHz Processor",Snapdragon 6s Gen4,Octa Core,2.4,"6 GB RAM, 128 GB inbuilt",6.0,128.0,9000 mAh Battery with 67W Fast Charging,9000,67.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 16 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 16 MP Front Camera,1,16,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
118,samsung,Samsung Galaxy F16 5G (8GB RAM + 128GB),15499,55.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi",True,True,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5000 mAh Battery with 25W Fast Charging,5000,25.0,True,"6.7 inches, 1080 x 2340 px, 90 Hz Display with Punch Hole",6.7,1080,2340,90.0,Punch Hole,50 MP + 5 MP + 2 MP Triple Rear & 13 MP Front Camera,50 MP + 5 MP + 2 MP Triple Rear ,3.0,50,5,2,,,, 13 MP Front Camera,1,13,,Yes,Hybrid,1536.0,"Memory Card (Hybrid), upto 1.5 TB",Android v15,Android,8.0,Dimensity,MediaTek
119,samsung,Samsung Galaxy A07 5G,16800,57.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 128 GB inbuilt",4.0,128.0,6000 mAh Battery with 25W Fast Charging,6000,25.0,True,"6.74 inches, 720 x 1600 px, 120 Hz Display with Water Drop Notch",6.74,720,1600,120.0,Water Drop Notch,50 MP + 2 MP Dual Rear & 8 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 8 MP Front Camera,1,8,,Yes,Dedicated,2048.0,"Memory Card Supported, upto 2 TB",Android v16,Android,8.0,Dimensity,MediaTek
120,moto,Moto G57 Power,20999,57.0,"Dual Sim, 5G, eSIM, Wi-Fi",True,False,False,"Snapdragon 6s Gen4, Octa Core, 2.4 GHz Processor",Snapdragon 6s Gen4,Octa Core,2.4,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7000 mAh Battery with 33W Fast Charging,7000,33.0,True,"6.72 inches, 1080 x 2400 px, 120 Hz Display with Punch Hole",6.72,1080,2400,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 8 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 8 MP Front Camera,1,8,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
121,nothing,Nothing Phone 4a,35799,71.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"8 GB RAM, 128 GB inbuilt",8.0,128.0,5400 mAh Battery with 50W Fast Charging,5400,50.0,True,"6.78 inches, 1224 x 2720 px, 120 Hz Display with Punch Hole",6.78,1224,2720,120.0,Punch Hole,50 MP + 50 MP + 8 MP Triple Rear & 32 MP Front Camera,50 MP + 50 MP + 8 MP Triple Rear ,3.0,50,50,8,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
122,realme,Realme P4 Power 5G,30499,72.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 7400 Ultra, Octa Core, 2.6 GHz Processor",Dimensity 7400 Ultra,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,10001 mAh Battery with 80W Fast Charging,10001,80.0,True,"6.8 inches, 1280 x 2800 px, 144 Hz Display with Punch Hole",6.8,1280,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Dimensity,MediaTek
123,oneplus,OnePlus Nord 4 5G (8GB RAM + 256GB),29999,70.0,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 7+ Gen3, Octa Core, 2.8 GHz Processor",Snapdragon 7+ Gen3,Octa Core,2.8,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5500 mAh Battery with 100W Fast Charging,5500,100.0,True,"6.74 inches, 1240 x 2772 px, 120 Hz Display with Punch Hole",6.74,1240,2772,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,,,,,Android v14,Android,8.0,Snapdragon,Qualcomm
124,oneplus,OnePlus Nord CE 5 5G,34800,71.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Dimensity 8350 Apex, Octa Core, 3.35 GHz Processor",Dimensity 8350 Apex,Octa Core,3.35,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7100 mAh Battery with 80W Fast Charging,7100,80.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 16 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 16 MP Front Camera,1,16,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v15,Android,8.0,Dimensity,MediaTek
125,motorola,Motorola Edge 70 Fusion 5G (8GB RAM + 256 GB),34399,71.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 7s Gen4, Octa Core, 2.7 GHz Processor",Snapdragon 7s Gen4,Octa Core,2.7,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 68W Fast Charging,7000,68.0,True,"6.8 inches, 1272 x 2772 px, 144 Hz Display with Punch Hole",6.8,1272,2772,144.0,Punch Hole,50 MP + 13 MP + Dedicated 3-in-1 light sensor Triple Rear & 32 MP Front Camera,50 MP + 13 MP + Dedicated 3-in-1 light sensor Triple Rear ,3.0,50,13,,,,Dedicated 3-in-1 light sensor, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
126,vivo,Vivo T4 5G (12GB RAM + 256GB),28999,68.0,"Dual Sim, 5G, VoLTE, Wi-Fi, IR Blaster",True,False,True,"Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Snapdragon 7s Gen3,Octa Core,2.5,"12 GB RAM, 256 GB inbuilt",12.0,256.0,7300 mAh Battery with 90W Fast Charging,7300,90.0,True,"6.77 inches, 1080 x 2392 px, 120 Hz Display with Punch Hole",6.77,1080,2392,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
127,oppo,OPPO A6x 5G,18999,50.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 6300, Octa Core, 2.4 GHz Processor",Dimensity 6300,Octa Core,2.4,"4 GB RAM, 64 GB inbuilt",4.0,64.0,6500 mAh Battery with 45W Fast Charging,6500,45.0,True,"6.75 inches, 720 x 1570 px, 120 Hz Display with Punch Hole",6.75,720,1570,120.0,Punch Hole,13 MP Rear & 5 MP Front Camera,13 MP Rear ,1.0,13,,,,,, 5 MP Front Camera,1,5,,Yes,Hybrid,,Memory Card (Hybrid),Android v15,Android,8.0,Dimensity,MediaTek
128,samsung,Samsung Galaxy S25 Edge,60800,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Snapdragon 8 Elite, Octa Core, 4.47 GHz Processor",Snapdragon 8 Elite,Octa Core,4.47,"12 GB RAM, 256 GB inbuilt",12.0,256.0,3900 mAh Battery with 25W Fast Charging,3900,25.0,True,"6.7 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",6.7,1440,3120,120.0,Punch Hole,200 MP + 12 MP Dual Rear & 12 MP Front Camera,200 MP + 12 MP Dual Rear ,2.0,200,12,,,,, 12 MP Front Camera,1,12,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
129,oneplus,OnePlus 13s 5G,54999,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor",Snapdragon 8 Elite,Octa Core,4.32,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5850 mAh Battery with 80W Fast Charging,5850,80.0,True,"6.32 inches, 1216 x 2640 px, 120 Hz Display with Punch Hole",6.32,1216,2640,120.0,Punch Hole,50 MP + 50 MP Dual Rear & 32 MP Front Camera,50 MP + 50 MP Dual Rear ,2.0,50,50,,,,, 32 MP Front Camera,1,32,,No,Not Supported,,Memory Card Not Supported,Android v15,Android,8.0,Snapdragon,Qualcomm
130,boltt,Boltt Ace 5G,13999,53.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Unisoc T8200, Octa Core, 2.3 GHz Processor",Unisoc T8200,Octa Core,2.3,"4 GB RAM, 64 GB inbuilt",4.0,64.0,6000 mAh Battery with 18W Fast Charging,6000,18.0,True,"6.79 inches, 720 x 1640 px, 120 Hz Display with Punch Hole",6.79,720,1640,120.0,Punch Hole,64 MP Dual Rear & 8 MP Front Camera,64 MP Dual Rear ,2.0,64,,,,,, 8 MP Front Camera,1,8,,Yes,Hybrid,1024.0,"Memory Card (Hybrid), upto 1 TB",Android v16,Android,8.0,Unisoc,Unisoc
131,google,Google Pixel 10A,52260,76.0,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Tensor G4, Octa Core, 3.1 GHz Processor",Tensor G4,Octa Core,3.1,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5100 mAh Battery with 30W Fast Charging,5100,30.0,True,"6.3 inches, 1080 x 2424 px, 120 Hz Display with Punch Hole",6.3,1080,2424,120.0,Punch Hole,48 MP + 13 MP Dual Rear & 13 MP Front Camera,48 MP + 13 MP Dual Rear ,2.0,48,13,,,,, 13 MP Front Camera,1,13,,No,Not Supported,,Memory Card Not Supported,Android v16,Android,8.0,Tensor,Google
132,nothing,Nothing Phone 3 (16GB RAM + 512GB),89999,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"16 GB RAM, 512 GB inbuilt",16.0,512.0,5500 mAh Battery with 65W Fast Charging,5500,65.0,True,"6.67 inches, 1260 x 2800 px, 120 Hz Display with Punch Hole",6.67,1260,2800,120.0,Punch Hole,50 MP + 50 MP + 50 MP Triple Rear & 50 MP Front Camera,50 MP + 50 MP + 50 MP Triple Rear ,3.0,50,50,50,,,, 50 MP Front Camera,1,50,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
133,motorola,Motorola Edge 50 5G,22990,70.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi",True,True,False,"Snapdragon 7 Gen1 AE, Octa Core, 2.5 GHz Processor",Snapdragon 7 Gen1 AE,Octa Core,2.5,"8 GB RAM, 256 GB inbuilt",8.0,256.0,5000 mAh Battery with 68W Fast Charging,5000,68.0,True,"6.67 inches, 1220 x 2712 px, 120 Hz Display",6.67,1220,2712,120.0,,50 MP + 13 MP + 10 MP Triple Rear & 32 MP Front Camera,50 MP + 13 MP + 10 MP Triple Rear ,3.0,50,13,10,,,, 32 MP Front Camera,1,32,,,,,,Android v14,Android,8.0,Snapdragon,Qualcomm
134,iqoo,iQOO Z11xA 5G,28999,64.0,"Dual Sim, 5G, VoLTE, Wi-Fi",True,False,False,"Dimensity 7400 Turbo, Octa Core, 2.6 GHz Processor",Dimensity 7400 Turbo,Octa Core,2.6,"8 GB RAM, 128 GB inbuilt",8.0,128.0,7200 mAh Battery with 44W Fast Charging,7200,44.0,True,"6.76 inches, 1080 x 2344 px, 120 Hz Display with Punch Hole",6.76,1080,2344,120.0,Punch Hole,50 MP + 2 MP Dual Rear & 32 MP Front Camera,50 MP + 2 MP Dual Rear ,2.0,50,2,,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Dimensity,MediaTek
135,poco,Poco X8 Power (8GB RAM + 256GB),38999,77.0,"Dual Sim, 5G, VoLTE, Vo5G, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 6 Gen5, Octa Core, 2.4 GHz Processor",Snapdragon 6 Gen5,Octa Core,2.4,"8 GB RAM, 256 GB inbuilt",8.0,256.0,10000 mAh Battery with 100W Fast Charging,10000,100.0,True,"6.83 inches, 1280 x 2772 px, 120 Hz Display with Punch Hole",6.83,1280,2772,120.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v16,Android,8.0,Snapdragon,Qualcomm
136,iqoo,iQOO Neo 10 (8GB RAM + 256GB),43999,,"Dual Sim, 5G, VoLTE, NFC, Wi-Fi, IR Blaster",True,True,True,"Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Snapdragon 8s Gen4,Octa Core,3.2,"8 GB RAM, 256 GB inbuilt",8.0,256.0,7000 mAh Battery with 120W Fast Charging,7000,120.0,True,"6.78 inches, 1260 x 2800 px, 144 Hz Display with Punch Hole",6.78,1260,2800,144.0,Punch Hole,50 MP + 8 MP Dual Rear & 32 MP Front Camera,50 MP + 8 MP Dual Rear ,2.0,50,8,,,,, 32 MP Front Camera,1,32,,,,,,Android v15,Android,8.0,Snapdragon,Qualcomm
137,apple,Apple iPhone 16 Pro Max,134900,,"Dual Sim, 5G, VoLTE, NFC, eSIM, Wi-Fi",True,True,False,"Bionic A18 Pro, Hexa Core, 4.05 GHz Processor",Bionic A18 Pro,Hexa Core,4.05,"8 GB RAM, 256 GB inbuilt",8.0,256.0,4685 mAh Battery with Fast Charging,4685,,True,"6.9 inches, 1320 x 2868 px, 120 Hz Display with Dynamic Island",6.9,1320,2868,120.0,Dynamic Island,48 MP + 48 MP + 12 MP Triple Rear & 12 MP Front Camera,48 MP + 48 MP + 12 MP Triple Rear ,3.0,48,48,12,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,iOS v18,iOS,6.0,Bionic,Apple
138,samsung,Samsung Galaxy S24 Ultra,103999,,"Dual Sim, 5G, VoLTE, Vo5G, NFC, eSIM, Wi-Fi",True,True,False,"Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor",Snapdragon 8 Gen3,Octa Core,3.3,"12 GB RAM, 256 GB inbuilt",12.0,256.0,5000 mAh Battery with 45W Fast Charging,5000,45.0,True,"6.8 inches, 1440 x 3120 px, 120 Hz Display with Punch Hole",6.8,1440,3120,120.0,Punch Hole,200 MP Quad Rear & 12 MP Front Camera,200 MP Quad Rear ,4.0,200,,,,,, 12 MP Front Camera,1,12,,No,Not Supported,,Memory Card Not Supported,Android v14,Android,8.0,Snapdragon,Qualcomm
